movie,character_name,line_num,line,line_no_punct
Harry Potter Chamber,Harry Potter,167,c'mon.,c mon
Harry Potter Chamber,Harry Potter,168,you heard hagrid. follow the spiders.,you heard hagrid follow the spiders
Harry Potter Chamber,Harry Potter,169,"there's something moving over there... something big. just then a blaze of light splinters the trees, blinding them. they start to flee... when ron stops.",there s something moving over there something big just then a blaze of light splinters the trees blinding them they start to flee when ron stops
Harry Potter Chamber,Harry Potter,170,it's been here all the time! look at it. the forest has turned it wild.,it s been here all the time look at it the forest has turned it wild
Harry Potter Chamber,Harry Potter,171,"c'mon, we don't want to lose the trail.",c mon we don t want to lose the trail
Harry Potter Chamber,Harry Potter,172,"don't panic. as harry steps to the mouth of the cavern, the air suddenly crackles with movement. twigs snap. a huge shadow emerges, slowly engulfs harry. he peers up. sees:",don t panic as harry steps to the mouth of the cavern the air suddenly crackles with movement twigs snap a huge shadow emerges slowly engulfs harry he peers up sees
Harry Potter Chamber,Harry Potter,173,yes. we're friends of hagrid's. and you... you're...,yes we re friends of hagrid s and you you re
Harry Potter Chamber,Harry Potter,174,"he's in trouble. up at school, there've been attacks. they think it's hagrid. they think he's opened the chamber of secrets. like before. as harry talks, ron's eyes dart warily about, then... ron's pov - a pair of long legs -- spider's legs -- curl slowly around the trunk of the tree to his left. terrified, ron nudges harry, but harry ignores him.",he s in trouble up at school there ve been attacks they think it s hagrid they think he s opened the chamber of secrets like before as harry talks ron s eyes dart warily about then ron s pov a pair of long legs spider s legs curl slowly around the trunk of the tree to his left terrified ron nudges harry but harry ignores him
Harry Potter Chamber,Harry Potter,175,but if hagrid never... that means... you're not the monster.,but if hagrid never that means you re not the monster
Harry Potter Chamber,Harry Potter,176,shhh!,shhh
Harry Potter Chamber,Harry Potter,177,but have you seen it?,but have you seen it
Harry Potter Chamber,Harry Potter,178,well... thank you. we'll just go...,well thank you we ll just go
Harry Potter Chamber,Harry Potter,179,"let's go! harry, ron and fang leap inside. ron shifts frantically. a spider appears at harry's open window.",let s go harry ron and fang leap inside ron shifts frantically a spider appears at harry s open window
Harry Potter Chamber,Harry Potter,180,the windows!   roll up the windows!,the windows roll up the windows
Harry Potter Chamber,Harry Potter,181,"don't mention it. they stop. both hear it: a distant clicking. as the car flies over a ridge, they see them: a sea of spiders heading straight for them like a herd of raging wildebeest. ron puts his foot to the floor, spins the wheel and sends the car sliding away. the spiders stampede after. 121c   ext. another part of the forest - black park - night          121c",don t mention it they stop both hear it a distant clicking as the car flies over a ridge they see them a sea of spiders heading straight for them like a herd of raging wildebeest ron puts his foot to the floor spins the wheel and sends the car sliding away the spiders stampede after 121c ext another part of the forest black park night 121c
Harry Potter Chamber,Harry Potter,182,that way! it's the only way out!,that way it s the only way out
Harry Potter Chamber,Harry Potter,183,can you get us in the air?,can you get us in the air
Harry Potter Chamber,Harry Potter,184,we know one thing. hagrid never opened the chamber of secrets. he was innocent.,we know one thing hagrid never opened the chamber of secrets he was innocent
Harry Potter Chamber,Harry Potter,185,"wish you were here, hermione. we need you. now more than ever... just then, the mirror in ron's hand catches the late afternoon sunlight and casts a jagged flame across hermione's hand. harry watches the light dance over her fingers... then looks closer. sees the paper clutched there.",wish you were here hermione we need you now more than ever just then the mirror in ron s hand catches the late afternoon sunlight and casts a jagged flame across hermione s hand harry watches the light dance over her fingers then looks closer sees the paper clutched there
Harry Potter Chamber,Harry Potter,186,"'of the many fearsome beasts that roam our land, none is more deadly than the basilisk. capable of living for hundreds of years, instant death awaits any who meet this giant serpent's eye. spiders flee before it and only the crowing of the rooster can kill it.'",of the many fearsome beasts that roam our land none is more deadly than the basilisk capable of living for hundreds of years instant death awaits any who meet this giant serpent s eye spiders flee before it and only the crowing of the rooster can kill it
Harry Potter Chamber,Harry Potter,187,"... and hermione... had the mirror! i bet you anything she was using it to look round corners, in case it came along.",and hermione had the mirror i bet you anything she was using it to look round corners in case it came along
Harry Potter Chamber,Harry Potter,188,the water... there was water on the floor that night. she only saw the basilisk's reflection...,the water there was water on the floor that night she only saw the basilisk s reflection
Harry Potter Chamber,Harry Potter,189,"hermione answered that too. harry points.     scribbled, in hermione's hand, is: ""pipes.""",hermione answered that too harry points scribbled in hermione s hand is pipes
Harry Potter Chamber,Harry Potter,190,remember what aragog said? about that girl fifty years ago? she died in a bathroom. what if she never left.,remember what aragog said about that girl fifty years ago she died in a bathroom what if she never left
Harry Potter Chamber,Harry Potter,191,"c'mon. let's go see lockhart. he may be a brainless git, but he's going to try and get into the chamber. we can tell him what we know...",c mon let s go see lockhart he may be a brainless git but he s going to try and get into the chamber we can tell him what we know
Harry Potter Chamber,Harry Potter,192,"we'll find her, ron.   ginny's going to be fine.",we ll find her ron ginny s going to be fine
Harry Potter Chamber,Harry Potter,193,"professor, we've got some information for you -- harry and ron stop dead. lockhart's office is stripped to the shelves. two large trunks stand open.",professor we ve got some information for you harry and ron stop dead lockhart s office is stripped to the shelves two large trunks stand open
Harry Potter Chamber,Harry Potter,194,are you going somewhere?,are you going somewhere
Harry Potter Chamber,Harry Potter,195,you're running away? after all that stuff you did in your books?,you re running away after all that stuff you did in your books
Harry Potter Chamber,Harry Potter,196,you wrote them!,you wrote them
Harry Potter Chamber,Harry Potter,197,you're a fraud! you've just been taking credit for what a load of other wizards have done!,you re a fraud you ve just been taking credit for what a load of other wizards have done
Harry Potter Chamber,Harry Potter,198,"expelliarmus! lockhart blasts backwards, toppling into one of the open trunks, his wand flying across the floor.",expelliarmus lockhart blasts backwards toppling into one of the open trunks his wand flying across the floor
Harry Potter Chamber,Harry Potter,199,"looks like those dueling lessons came in handy after all, professor.",looks like those dueling lessons came in handy after all professor
Harry Potter Chamber,Harry Potter,200,to ask you how you died.,to ask you how you died
Harry Potter Chamber,Harry Potter,201,"who was it, myrtle?",who was it myrtle
Harry Potter Chamber,Harry Potter,202,just like that? how?,just like that how
Harry Potter Chamber,Harry Potter,203,open up. ron shakes his head.      harry's spoken in his regular voice.,open up ron shakes his head harry s spoken in his regular voice
Harry Potter Chamber,Harry Potter,204,"oh, yes there is. you first. harry points his wand at lockhart, then the opening.",oh yes there is you first harry points his wand at lockhart then the opening
Harry Potter Chamber,Harry Potter,205,all right.   let's go.,all right let s go
Harry Potter Chamber,Harry Potter,206,"thanks, myrtle. harry turns.     jumps.   seconds later, ron follows.",thanks myrtle harry turns jumps seconds later ron follows
Harry Potter Chamber,Harry Potter,207,lumos! the torch blooms with a bright orange flame.,lumos the torch blooms with a bright orange flame
Harry Potter Chamber,Harry Potter,208,"remember. any sign of movement, close your eyes straight away. harry leads the way down the tunnel. crunch! they look down: a rat's skull. all around them, the ground is littered with tiny skeletons. ron squints, sees something huge and curved lying ahead. when he speaks, his voice is hollow with dread.",remember any sign of movement close your eyes straight away harry leads the way down the tunnel crunch they look down a rat s skull all around them the ground is littered with tiny skeletons ron squints sees something huge and curved lying ahead when he speaks his voice is hollow with dread
Harry Potter Chamber,Harry Potter,209,"maybe it's asleep. ron draws his wand as they approach, squinting. harry shines his light, revealing... a gigantic coil of empty",maybe it s asleep ron draws his wand as they approach squinting harry shines his light revealing a gigantic coil of empty
Harry Potter Chamber,Harry Potter,210,ron?   are you okay?,ron are you okay
Harry Potter Chamber,Harry Potter,211,wait here. i'll go on. i'll go on and... find ginny. if i'm not back in an hour... he leaves it there.,wait here i ll go on i ll go on and find ginny if i m not back in an hour he leaves it there
Harry Potter Chamber,Harry Potter,212,"see you in a bit. harry glances at the snake skin at his feet, moves off. he steps carefully through the shadows until he reaches a towering stone wall, carved with twin serpents. harry potter",see you in a bit harry glances at the snake skin at his feet moves off he steps carefully through the shadows until he reaches a towering stone wall carved with twin serpents harry potter
Harry Potter Chamber,Harry Potter,213,ginny!   please don't be dead. wake up! wake up! ginny!,ginny please don t be dead wake up wake up ginny
Harry Potter Chamber,Harry Potter,214,"tom... tom riddle? what d'you mean, she won't wake? she's not...",tom tom riddle what d you mean she won t wake she s not
Harry Potter Chamber,Harry Potter,215,are you a ghost?,are you a ghost
Harry Potter Chamber,Harry Potter,216,"she's cold as ice. you've got to help me, tom. there's a basilisk --",she s cold as ice you ve got to help me tom there s a basilisk
Harry Potter Chamber,Harry Potter,217,"give me my wand, tom.",give me my wand tom
Harry Potter Chamber,Harry Potter,218,"listen, we've got to go!   we've got to save her!",listen we ve got to go we ve got to save her
Harry Potter Chamber,Harry Potter,219,but she's dying!,but she s dying
Harry Potter Chamber,Harry Potter,220,no... she couldn't -- she wouldn't.,no she couldn t she wouldn t
Harry Potter Chamber,Harry Potter,221,but... why?...,but why
Harry Potter Chamber,Harry Potter,222,and why did you want to meet me?,and why did you want to meet me
Harry Potter Chamber,Harry Potter,223,"hagrid's my friend. and you framed him, didn't you?",hagrid s my friend and you framed him didn t you
Harry Potter Chamber,Harry Potter,224,i'll bet dumbledore saw right through you.,i ll bet dumbledore saw right through you
Harry Potter Chamber,Harry Potter,225,"well, you haven't finished it this time. in a few hours mandrake draught will be ready and everyone who was petrified will be all right again.",well you haven t finished it this time in a few hours mandrake draught will be ready and everyone who was petrified will be all right again
Harry Potter Chamber,Harry Potter,226,ginny stole the diary from my room? but why?,ginny stole the diary from my room but why
Harry Potter Chamber,Harry Potter,227,like what?,like what
Harry Potter Chamber,Harry Potter,228,why do you care how i escaped? voldemort was after your time.,why do you care how i escaped voldemort was after your time
Harry Potter Chamber,Harry Potter,229,you. you're the heir of slytherin. you're voldemort?,you you re the heir of slytherin you re voldemort
Harry Potter Chamber,Harry Potter,230,albus dumbledore is the greatest sorcerer in the world!,albus dumbledore is the greatest sorcerer in the world
Harry Potter Chamber,Harry Potter,231,"he'll never be gone! not as long as those who remain are loyal to him! suddenly, music... eerie and unearthly... echoes deep within the chamber and a small, swift shadow ribbons over the rock. flying from above is fawkes, the phoenix. the bird swoops into the chamber, clutching a ragged bundle in its golden talons.",he ll never be gone not as long as those who remain are loyal to him suddenly music eerie and unearthly echoes deep within the chamber and a small swift shadow ribbons over the rock flying from above is fawkes the phoenix the bird swoops into the chamber clutching a ragged bundle in its golden talons
Harry Potter Chamber,Harry Potter,232,"fawkes. fawkes flies toward harry, drops the ragged bundle, which is the sorting hat, at his feet. riddle picks it up.",fawkes fawkes flies toward harry drops the ragged bundle which is the sorting hat at his feet riddle picks it up
Harry Potter Chamber,Harry Potter,233,"don't look. don't look into its eyes. harry races along the stone path, but the giant serpent is faster. harry trips. falls. the basilisk rises. harry looks to the wall, sees the serpent about to strike. suddenly fawkes screeches, soaring toward the basilisk and circling its blunt head, confusing it. the snake snaps furiously, when... fawkes drops like a knife, driving its talons deep into the serpent's glittering eyes. as harry watches the angry play of shadows on the wall, the basilisk roars, hissing in pain. fawkes wings away, its talons dripping with blood and harry turns, looks: the basilisk's eyes are a blind, bloody mess.",don t look don t look into its eyes harry races along the stone path but the giant serpent is faster harry trips falls the basilisk rises harry looks to the wall sees the serpent about to strike suddenly fawkes screeches soaring toward the basilisk and circling its blunt head confusing it the snake snaps furiously when fawkes drops like a knife driving its talons deep into the serpent s glittering eyes as harry watches the angry play of shadows on the wall the basilisk roars hissing in pain fawkes wings away its talons dripping with blood and harry turns looks the basilisk s eyes are a blind bloody mess
Harry Potter Chamber,Harry Potter,234,"ginny. you need to get yourself out... follow the chamber... you'll find ron... there is a rush of wings and fawkes circles down, lays his head onto harry's arm.",ginny you need to get yourself out follow the chamber you ll find ron there is a rush of wings and fawkes circles down lays his head onto harry s arm
Harry Potter Chamber,Harry Potter,235,"you were brilliant, fawkes. i just... wasn't quick enough. then harry blinks, looks down. thick pearly tears are trickling down fawkes' face and onto his arm. almost instantly, his wound... begins to heal itself.",you were brilliant fawkes i just wasn t quick enough then harry blinks looks down thick pearly tears are trickling down fawkes face and onto his arm almost instantly his wound begins to heal itself
Harry Potter Chamber,Harry Potter,236,of course. dumbledore told me. phoenix tears have healing powers.,of course dumbledore told me phoenix tears have healing powers
Harry Potter Chamber,Harry Potter,237,"where's lockhart? harry eyes lockhart, sitting by himself, humming placidly.",where s lockhart harry eyes lockhart sitting by himself humming placidly
Harry Potter Chamber,Harry Potter,238,i think... i think he's telling me he can take us out of here.,i think i think he s telling me he can take us out of here
Harry Potter Chamber,Harry Potter,239,"/ron yes, sir.",ron yes sir
Harry Potter Chamber,Harry Potter,240,"/ron yes, sir.",ron yes sir
Harry Potter Chamber,Harry Potter,241,"/ron thank you, sir.",ron thank you sir
Harry Potter Chamber,Harry Potter,242,"it's just, you see, sir, i couldn't help noticing certain things. certain similarities. between tom riddle and me.",it s just you see sir i couldn t help noticing certain things certain similarities between tom riddle and me
Harry Potter Chamber,Harry Potter,243,voldemort put a bit of himself in me?,voldemort put a bit of himself in me
Harry Potter Chamber,Harry Potter,244,so the sorting hat was right.    i should be a slytherin.,so the sorting hat was right i should be a slytherin
Harry Potter Chamber,Harry Potter,245,only because i asked it to.,only because i asked it to
Harry Potter Chamber,Harry Potter,246,"dobby! this is your master? the family you serve is the malfoys! dobby nods, chagrined.     lucius malfoy brushes past harry.",dobby this is your master the family you serve is the malfoys dobby nods chagrined lucius malfoy brushes past harry
Harry Potter Chamber,Harry Potter,247,"sir? i wonder if i could have that. dumbledore looks up, follows harry's eyes to the diary.",sir i wonder if i could have that dumbledore looks up follows harry s eyes to the diary
Harry Potter Chamber,Harry Potter,248,"mr. malfoy!    i have something of yours. harry comes up running, thrusts the diary into malfoy's hand.",mr malfoy i have something of yours harry comes up running thrusts the diary into malfoy s hand
Harry Potter Chamber,Harry Potter,249,"i think you do, sir. i think you slipped it into ginny weasley's cauldron that day in diagon alley. malfoy shoves the diary into dobby's face, then leans close to harry and, with a nasty grin, whispers:",i think you do sir i think you slipped it into ginny weasley s cauldron that day in diagon alley malfoy shoves the diary into dobby s face then leans close to harry and with a nasty grin whispers
Harry Potter Chamber,Harry Potter,250,just promise me something.,just promise me something
Harry Potter Chamber,Harry Potter,251,never try to save my life again. dobby grins then and -- crack! -- is gone.,never try to save my life again dobby grins then and crack is gone
Harry Potter Chamber,Harry Potter,252,"with loads of help from you. she turns to embrace ron. they pause, an awkward moment between them and... shake hands instead.",with loads of help from you she turns to embrace ron they pause an awkward moment between them and shake hands instead
Harry Potter Chamber,Harry Potter,253,"there's no hogwarts without you, hagrid. just then... dumbledore gets to his feet and... slowly... brings his hands together. the others join him. soon, everyone is on their feet and the hall roaring. as the students surround hagrid, he blinks, wipes at his eyes, and... camera pulls back, through the window, leaving the celebration. we continue to crane back... back... to a wide shot of hogwarts... glittering gloriously in the night.",there s no hogwarts without you hagrid just then dumbledore gets to his feet and slowly brings his hands together the others join him soon everyone is on their feet and the hall roaring as the students surround hagrid he blinks wipes at his eyes and camera pulls back through the window leaving the celebration we continue to crane back back to a wide shot of hogwarts glittering gloriously in the night
Megamind,Megamind,1,"the real einstein once said, ""god does not play dice with the world."" he was right, because the world is my dice. is that understood?",the real einstein once said god does not play dice with the world he was right because the world is my dice is that understood
Megamind,Megamind,2,"alright, then - clean slate. do we have the girl?",alright then clean slate do we have the girl
Megamind,Megamind,3,"reporters are a curious lot, and easily manipulated.",reporters are a curious lot and easily manipulated
Megamind,Megamind,4,"alright, let's not keep the lady waiting.",alright let s not keep the lady waiting
Megamind,Megamind,5,"miss ritchi, we meet again.",miss ritchi we meet again
Megamind,Megamind,6,"i trust you gentlemen know the very sassy roxanne ritchi, highly regarded investigative journalist who some say has a more than friendly relationship with our super powered foe uberman. and miss ritchi, i trust you've already met my new crew: the mad geniuses!",i trust you gentlemen know the very sassy roxanne ritchi highly regarded investigative journalist who some say has a more than friendly relationship with our super powered foe uberman and miss ritchi i trust you ve already met my new crew the mad geniuses
Megamind,Megamind,7,"in a way, i already have.",in a way i already have
Megamind,Megamind,8,what about my revenge?,what about my revenge
Megamind,Megamind,9,you have a wicked tongue. i hope you rid yourself of that when you're my queen.,you have a wicked tongue i hope you rid yourself of that when you re my queen
Megamind,Megamind,10,"power corrupts absolutely, miss ritchi. and when i have ultimate power over this city, i have absolutely every intention of corrupting you with it.",power corrupts absolutely miss ritchi and when i have ultimate power over this city i have absolutely every intention of corrupting you with it
Megamind,Megamind,12,"over here, old friend.",over here old friend
Megamind,Megamind,13,"actually, i wanted to share the experience with my oldest friend.",actually i wanted to share the experience with my oldest friend
Megamind,Megamind,14,"oh, can't i? i have attained control of the earth's most abundant energy source. i doubt even you are strong enough to withstand the full concentrated power of the sun!!!",oh can t i i have attained control of the earth s most abundant energy source i doubt even you are strong enough to withstand the full concentrated power of the sun
Megamind,Megamind,15,"excellent. stop here, i like this view.",excellent stop here i like this view
Megamind,Megamind,16,any last words?,any last words
Megamind,Megamind,18,what kind of trick is this?,what kind of trick is this
Megamind,Megamind,19,"yeah, so?",yeah so
Megamind,Megamind,20,your weakness is copper?,your weakness is copper
Megamind,Megamind,22,i knew it! prepare yourselves! he's gonna ram us!!!,i knew it prepare yourselves he s gonna ram us
Megamind,Megamind,24,...so i did.,so i did
Megamind,Megamind,27,no.,no
Megamind,Megamind,28,maybe later.,maybe later
Megamind,Megamind,29,"what is it, plato?",what is it plato
Megamind,Megamind,30,when i want your opinion i'll beat it out of you.,when i want your opinion i ll beat it out of you
Megamind,Megamind,31,i have defeated my greatest enemy. i have free reign over metro city. i have more wealth than a thousand sultans. i've achieved all i have worked for...so why am i so unhappy?,i have defeated my greatest enemy i have free reign over metro city i have more wealth than a thousand sultans i ve achieved all i have worked for so why am i so unhappy
Megamind,Megamind,32,"i mean, my father, god rest his evil and tormented soul, raised me straight from the test tube to be a symbol of evil.",i mean my father god rest his evil and tormented soul raised me straight from the test tube to be a symbol of evil
Megamind,Megamind,33,"and, i have accomplished something he had only dreamed about - the destruction of metro city's champion. i tell you, i've always lived with this unquenchable thirst. i thought it was to make him proud or to get absolute power. but now that i've pretty much accomplished both, i am at a loss.",and i have accomplished something he had only dreamed about the destruction of metro city s champion i tell you i ve always lived with this unquenchable thirst i thought it was to make him proud or to get absolute power but now that i ve pretty much accomplished both i am at a loss
Megamind,Megamind,35,"he was a worthy rival. sometimes i wonder, did he consider me his evil equal or was i just an annoying, little gnat to him? ...what's the second part?",he was a worthy rival sometimes i wonder did he consider me his evil equal or was i just an annoying little gnat to him what s the second part
Megamind,Megamind,36,you worm! how dare you! where would you get such a notion?,you worm how dare you where would you get such a notion
Megamind,Megamind,37,who the hell is john cusack?,who the hell is john cusack
Megamind,Megamind,38,"john cusack, huh? so all i have to do is have a cute puppy dog stare, be willing to make a fool of myself and - oh, remove both my balls.",john cusack huh so all i have to do is have a cute puppy dog stare be willing to make a fool of myself and oh remove both my balls
Megamind,Megamind,39,"please, get a hold of yourself.",please get a hold of yourself
Megamind,Megamind,40,i've got it! 32.,i ve got it 32
Megamind,Megamind,41,i've got it!,i ve got it
Megamind,Megamind,42,"it's plain and simple. extraordinary minds need extraordinary stimulation. without that stimulus they wither and die. therefore, there is only one logical conclusion: i must create a new superhero.",it s plain and simple extraordinary minds need extraordinary stimulation without that stimulus they wither and die therefore there is only one logical conclusion i must create a new superhero
Megamind,Megamind,44,prepare the subject.,prepare the subject
Megamind,Megamind,45,"plato, pour the toxic waste.",plato pour the toxic waste
Megamind,Megamind,46,drainage.,drainage
Megamind,Megamind,47,"well, severs?",well severs
Megamind,Megamind,48,okay then.,okay then
Megamind,Megamind,49,and this one?,and this one
Megamind,Megamind,50,ah. does he have extraordinary strength?,ah does he have extraordinary strength
Megamind,Megamind,51,can he fly?,can he fly
Megamind,Megamind,52,resilient to weapons fire?,resilient to weapons fire
Megamind,Megamind,53,"he just breathes under water, then.",he just breathes under water then
Megamind,Megamind,54,"plato, the radioactive spider, please.",plato the radioactive spider please
Megamind,Megamind,55,"anything, stenwick?",anything stenwick
Megamind,Megamind,56,we're gonna need more venom.,we re gonna need more venom
Megamind,Megamind,57,"how `bout now, stenwick? ....stenwick?",how bout now stenwick stenwick
Megamind,Megamind,58,this has proven to be a challenge. i just don't know what i want. what do i want? 35.,this has proven to be a challenge i just don t know what i want what do i want 35
Megamind,Megamind,59,"i want a man of moral fiber with a strong sense of right and wrong. someone who doesn't seek power - instead, they must have it thrust upon them and find, within themselves, the courage to rise to the occasion.",i want a man of moral fiber with a strong sense of right and wrong someone who doesn t seek power instead they must have it thrust upon them and find within themselves the courage to rise to the occasion
Megamind,Megamind,60,that's it! why make a copy when the real thing will do?,that s it why make a copy when the real thing will do
Megamind,Megamind,61,"then we'll make a new one. plato, bring me the box!",then we ll make a new one plato bring me the box
Megamind,Megamind,62,behold - uberessence. the very thing that gave uberman his superhuman powers. 36.,behold uberessence the very thing that gave uberman his superhuman powers 36
Megamind,Megamind,63,"oh, i shot him with a power sucking gun and had this idea to use this to clone a whole army of evil ubermen. i'm not sure why i never got around to following up with that.",oh i shot him with a power sucking gun and had this idea to use this to clone a whole army of evil ubermen i m not sure why i never got around to following up with that
Megamind,Megamind,64,"...right. man, he was good!",right man he was good
Megamind,Megamind,65,"not another volunteer driven by the need for personal gain. somebody else, somebody pure.",not another volunteer driven by the need for personal gain somebody else somebody pure
Megamind,Megamind,66,somebody like him!,somebody like him
Megamind,Megamind,68,he volunteers. he doesn't ask for any reward for his deeds. the fates are shining down on me. this mr. stewart is truly an unselfish soul.,he volunteers he doesn t ask for any reward for his deeds the fates are shining down on me this mr stewart is truly an unselfish soul
Megamind,Megamind,70,"now, we're sure this won't kill him?",now we re sure this won t kill him
Megamind,Megamind,71,good.,good
Megamind,Megamind,72,slight electrical shock?,slight electrical shock
Megamind,Megamind,73,follow him.,follow him
Megamind,Megamind,74,"welcome to your second birth, hal stewart.",welcome to your second birth hal stewart
Megamind,Megamind,75,"instruction is very important in the formative years. every hero needs a mentor, a father figure to look up to.",instruction is very important in the formative years every hero needs a mentor a father figure to look up to
Megamind,Megamind,77,"no matter, i suppose.",no matter i suppose
Megamind,Megamind,78,we've now fully established titan as metro city's hero. they will love him just as they loved uberman. everything is going according to plan.,we ve now fully established titan as metro city s hero they will love him just as they loved uberman everything is going according to plan
Megamind,Megamind,79,"you know, einstein, maybe i should have called you socrates. he also didn't know when to keep his thoughts to himself.",you know einstein maybe i should have called you socrates he also didn t know when to keep his thoughts to himself
Megamind,Megamind,80,to what?,to what
Megamind,Megamind,81,"the reason someone like you will always be a minion is because you have no foresight. we take over the earth, like you said. then what? women? cars? money? even the grandest treasures will lose their lustre if you don't have someone to hold them over.",the reason someone like you will always be a minion is because you have no foresight we take over the earth like you said then what women cars money even the grandest treasures will lose their lustre if you don t have someone to hold them over
Megamind,Megamind,82,you dare?,you dare
Megamind,Megamind,83,what - did - you - call me?,what did you call me
Megamind,Megamind,84,"that is none of your business, knave!",that is none of your business knave
Megamind,Megamind,85,silence!,silence
Megamind,Megamind,86,"i'm warning you, einstein.",i m warning you einstein
Megamind,Megamind,87,i said silence!,i said silence
Megamind,Megamind,88,get out of my sight. 62.,get out of my sight 62
Megamind,Megamind,89,"oh, no. don't look at me.",oh no don t look at me
Megamind,Megamind,90,"you're not gonna get all freaky about this, are you?",you re not gonna get all freaky about this are you
Megamind,Megamind,91,"i only did this because i wanted to talk to you on the same level. you know, without all the baggage?",i only did this because i wanted to talk to you on the same level you know without all the baggage
Megamind,Megamind,92,"you see, that's exactly what i'm talking about.",you see that s exactly what i m talking about
Megamind,Megamind,93,roxanne!,roxanne
Megamind,Megamind,94,what?,what
Megamind,Megamind,96,"i should just go up there and just lay it all out to her. ""roxanne, i like you - i always have. oh, and i'm sorry i blew up your ex.  yeah, that would go over like a pants-less clown at a child's birthday party. what the hell am i even doing here? who cares what she thinks? i'm a supervillain and here i am acting like a love struck schoolboy. forget this. i control my own destiny! 66.",i should just go up there and just lay it all out to her roxanne i like you i always have oh and i m sorry i blew up your ex yeah that would go over like a pants less clown at a child s birthday party what the hell am i even doing here who cares what she thinks i m a supervillain and here i am acting like a love struck schoolboy forget this i control my own destiny 66
Megamind,Megamind,98,"hello, triple a? 67.",hello triple a 67
Megamind,Megamind,99,i'll call you back.,i ll call you back
Megamind,Megamind,100,the lady said no.,the lady said no
Megamind,Megamind,101,"no, it's a goo gun.",no it s a goo gun
Megamind,Megamind,102,it goos.,it goos
Megamind,Megamind,103,it's...a prototype.,it s a prototype
Megamind,Megamind,104,don't - ever - say that again.,don t ever say that again
Megamind,Megamind,105,don't flatter yourself.,don t flatter yourself
Megamind,Megamind,106,"my, someone has a rather high opinion of themselves.",my someone has a rather high opinion of themselves
Megamind,Megamind,107,no.,no
Megamind,Megamind,109,go on.,go on
Megamind,Megamind,110,"just with business, my minion. just with business. i've decided it is time.",just with business my minion just with business i ve decided it is time
Megamind,Megamind,111,"yes, we've created our hero, now it's time to give him a little motivation.",yes we ve created our hero now it s time to give him a little motivation
Megamind,Megamind,112,to be simply good is not enough. a hero must be driven by an almost relentless desire to right a wrong that can never be corrected.,to be simply good is not enough a hero must be driven by an almost relentless desire to right a wrong that can never be corrected
Megamind,Megamind,113,"yes, he must lose someone near and dear to him - his father figure. gentlemen, it's time for operation mentor kill!",yes he must lose someone near and dear to him his father figure gentlemen it s time for operation mentor kill
Megamind,Megamind,114,"alright, people, we don't have much time. titan should be here any minute, so let's get the lead out.",alright people we don t have much time titan should be here any minute so let s get the lead out
Megamind,Megamind,115,how's the death ray coming?,how s the death ray coming
Megamind,Megamind,116,"hum. let's turn it down a few notches. it's his first time and we don't want to get in a lucky shot, now do we?",hum let s turn it down a few notches it s his first time and we don t want to get in a lucky shot now do we
Megamind,Megamind,117,anything on the radar yet?,anything on the radar yet
Megamind,Megamind,118,"i see. well, he must be planning something big. are the flame androids deployed?",i see well he must be planning something big are the flame androids deployed
Megamind,Megamind,119,"wonderful, wonderful. plato, da vinci, take your places next to me.",wonderful wonderful plato da vinci take your places next to me
Megamind,Megamind,120,no slouching.,no slouching
Megamind,Megamind,121,he'll be here. that's the way it works.,he ll be here that s the way it works
Megamind,Megamind,122,"unprofessional, that's what this is. no, it's disrespect for the craft.",unprofessional that s what this is no it s disrespect for the craft
Megamind,Megamind,123,would uberman have kept us waiting like this? of course not. he was a pro who knew the score. it's time we spelled out a few things for this titan. i will not be made a fool of.,would uberman have kept us waiting like this of course not he was a pro who knew the score it s time we spelled out a few things for this titan i will not be made a fool of
Megamind,Megamind,124,do you know who i am? 75.,do you know who i am 75
Megamind,Megamind,125,"oh, so now you want to get down to it. well, i want to get a few things off my chest first.",oh so now you want to get down to it well i want to get a few things off my chest first
Megamind,Megamind,126,of all the inconsiderate - do you have any idea how long we waited for you? we're you even planning on coming to me and getting revenge?,of all the inconsiderate do you have any idea how long we waited for you we re you even planning on coming to me and getting revenge
Megamind,Megamind,128,maybe you're right. what's the point?,maybe you re right what s the point
Megamind,Megamind,129,what are these?,what are these
Megamind,Megamind,131,from where?,from where
Megamind,Megamind,132,"well, what about your mentor?",well what about your mentor
Megamind,Megamind,133,you want to team-up? 77.,you want to team up 77
Megamind,Megamind,134,what do i think?,what do i think
Megamind,Megamind,135,"i think you're probably the biggest idiot i've ever met. i mean, i can't believe you. all your gifts, all your powers, and all you want to use them for is your own financial fulfillment. you know what? your kind of people make me sick.",i think you re probably the biggest idiot i ve ever met i mean i can t believe you all your gifts all your powers and all you want to use them for is your own financial fulfillment you know what your kind of people make me sick
Megamind,Megamind,136,oh - gee - i am so sorry! 78.,oh gee i am so sorry 78
Megamind,Megamind,138,"i wish your mother said that to your father the night of your conception, they would have saved me a whole lot of heartache.",i wish your mother said that to your father the night of your conception they would have saved me a whole lot of heartache
Megamind,Megamind,139,"oh, yeah? what are you gonna do?",oh yeah what are you gonna do
Megamind,Megamind,140,it hurts.,it hurts
Megamind,Megamind,141,it!,it
Megamind,Megamind,142,"i just made myself redundant, old friend.",i just made myself redundant old friend
